file_path,num_pages
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/02 - Fevereiro/Fev_Port_0012_Substituição DAE por motivo de férias_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/02 - Fevereiro/Fev_Port_0016_Retificar Orientação de estágio pedagogia_BTV.pdf,1
"/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0032_Grupo de trabalho GT5-Acolhimento para servidores, terceirizados e discentes_BTV.pdf",2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0035_Comissão Eleitoral Recomposição Colegiado Pedagogia_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0042_Comissão Local Reformulação PDI-2019-2023_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0029_Grupo de trabalho GT3-Acessibilidade digital aos Docentes e Técnicos Administrativos_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0033_Revogar e Instituir a Comissão de Elaboração e Implementação do PPC de Administração_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0039_Comissão Eleitoral Recomposição Colegiado TADS_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0041_Designar membros Equipe Formação Continuada_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0036_Retificação Manual do Inventário _BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0028_Grupo de trabalho GT2-Acessibilidade digital aos Estudantes_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0038_Revogar e Instituir a Comissão de Elaboração e Implementação do PPC de Logistica_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0040_Revoga portarias BTV.0024-2018  e designa membros NDE TADS_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0034_Retificação Prazo Final Inventário _BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0030_Grupo de trabalho GT4-Contribuições da EaD para o Ensino Remoto Emergencial_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/05 - Maio/Mai_Port_0037_Designar servidor comissão de seleção de projetos de ensino do Campus Votuporanga_BTV.pdf,1
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/08 - Agosto/Ago_Port_0057_Colegiado de TADS_BTV.pdf,2
/content/ia024-projeto-rag/0-downloaded-files/2-boituva/portarias/2021/08 - Agosto/Ago_Port_0062_Revogar e Designar a Comissão de Elaboração e Implementação do PPC do Curso Tecnico em Energia Renovavel_BTV.pdf,2
